Data type,Cancer group/site,Year,Sex,Age group (years),Count
Actual,Melanoma of the skin,2005,Males,70–74,665
Actual,Melanoma of the skin,2005,Males,75–79,693
Actual,Melanoma of the skin,2005,Males,80–84,508
Actual,Melanoma of the skin,2005,Males,85–89,242
Actual,Melanoma of the skin,2005,Males,90+,92
Actual,Melanoma of the skin,2006,Males,00–04,0
Actual,Melanoma of the skin,2006,Males,05–09,0
Actual,Melanoma of the skin,2006,Males,10–14,3
Actual,Melanoma of the skin,2006,Males,15–19,31
Actual,Melanoma of the skin,2006,Males,20–24,60
Actual,Melanoma of the skin,2006,Males,25–29,110
Actual,Melanoma of the skin,2006,Males,30–34,171
Actual,Melanoma of the skin,2006,Males,35–39,225
Actual,Melanoma of the skin,2006,Males,40–44,308
Actual,Melanoma of the skin,2006,Males,45–49,409
Actual,Melanoma of the skin,2006,Males,50–54,500
Actual,Melanoma of the skin,2006,Males,55–59,692
Actual,Melanoma of the skin,2006,Males,60–64,662
Actual,Melanoma of the skin,2006,Males,65–69,695
Actual,Melanoma of the skin,2006,Males,70–74,694
Actual,Melanoma of the skin,2006,Males,75–79,728
Actual,Melanoma of the skin,2006,Males,80–84,478
Actual,Melanoma of the skin,2006,Males,85–89,242
Actual,Melanoma of the skin,2006,Males,90+,103
Actual,Melanoma of the skin,2007,Males,00–04,0
Actual,Melanoma of the skin,2007,Males,05–09,0
Actual,Melanoma of the skin,2007,Males,10–14,3
Actual,Melanoma of the skin,2007,Males,15–19,17
Actual,Melanoma of the skin,2007,Males,20–24,56
Actual,Melanoma of the skin,2007,Males,25–29,86
Actual,Melanoma of the skin,2007,Males,30–34,156
Actual,Melanoma of the skin,2007,Males,35–39,191
Actual,Melanoma of the skin,2007,Males,40–44,243
Actual,Melanoma of the skin,2007,Males,45–49,402
Actual,Melanoma of the skin,2007,Males,50–54,528
Actual,Melanoma of the skin,2007,Males,55–59,676
Actual,Melanoma of the skin,2007,Males,60–64,737
Actual,Melanoma of the skin,2007,Males,65–69,708
Actual,Melanoma of the skin,2007,Males,70–74,681
Actual,Melanoma of the skin,2007,Males,75–79,646
Actual,Melanoma of the skin,2007,Males,80–84,541
Actual,Melanoma of the skin,2007,Males,85–89,271
Actual,Melanoma of the skin,2007,Males,90+,99
Actual,Melanoma of the skin,2008,Males,00–04,0
Actual,Melanoma of the skin,2008,Males,05–09,1
Actual,Melanoma of the skin,2008,Males,10–14,3
Actual,Melanoma of the skin,2008,Males,15–19,22
Actual,Melanoma of the skin,2008,Males,20–24,59
Actual,Melanoma of the skin,2008,Males,25–29,87
Actual,Melanoma of the skin,2008,Males,30–34,140
Actual,Melanoma of the skin,2008,Males,35–39,252
Actual,Melanoma of the skin,2008,Males,40–44,312
Actual,Melanoma of the skin,2008,Males,45–49,409
Actual,Melanoma of the skin,2008,Males,50–54,568
Actual,Melanoma of the skin,2008,Males,55–59,668
Actual,Melanoma of the skin,2008,Males,60–64,801
Actual,Melanoma of the skin,2008,Males,65–69,775
Actual,Melanoma of the skin,2008,Males,70–74,660
Actual,Melanoma of the skin,2008,Males,75–79,689
Actual,Melanoma of the skin,2008,Males,80–84,651
Actual,Melanoma of the skin,2008,Males,85–89,318
Actual,Melanoma of the skin,2008,Males,90+,110
Actual,Melanoma of the skin,2009,Males,00–04,1
Actual,Melanoma of the skin,2009,Males,05–09,0
Actual,Melanoma of the skin,2009,Males,10–14,9
Actual,Melanoma of the skin,2009,Males,15–19,27
Actual,Melanoma of the skin,2009,Males,20–24,48
Actual,Melanoma of the skin,2009,Males,25–29,100
Actual,Melanoma of the skin,2009,Males,30–34,150
Actual,Melanoma of the skin,2009,Males,35–39,255
Actual,Melanoma of the skin,2009,Males,40–44,296
Actual,Melanoma of the skin,2009,Males,45–49,386
Actual,Melanoma of the skin,2009,Males,50–54,555
Actual,Melanoma of the skin,2009,Males,55–59,692
Actual,Melanoma of the skin,2009,Males,60–64,809
Actual,Melanoma of the skin,2009,Males,65–69,758
Actual,Melanoma of the skin,2009,Males,70–74,793
Actual,Melanoma of the skin,2009,Males,75–79,713
Actual,Melanoma of the skin,2009,Males,80–84,570
Actual,Melanoma of the skin,2009,Males,85–89,333
Actual,Melanoma of the skin,2009,Males,90+,110
Actual,Melanoma of the skin,2010,Males,00–04,1
Actual,Melanoma of the skin,2010,Males,05–09,0
Actual,Melanoma of the skin,2010,Males,10–14,2
Actual,Melanoma of the skin,2010,Males,15–19,18
Actual,Melanoma of the skin,2010,Males,20–24,29
Actual,Melanoma of the skin,2010,Males,25–29,104
Actual,Melanoma of the skin,2010,Males,30–34,155
Actual,Melanoma of the skin,2010,Males,35–39,215
Actual,Melanoma of the skin,2010,Males,40–44,300
Actual,Melanoma of the skin,2010,Males,45–49,380
Actual,Melanoma of the skin,2010,Males,50–54,556
Actual,Melanoma of the skin,2010,Males,55–59,684
Actual,Melanoma of the skin,2010,Males,60–64,870
Actual,Melanoma of the skin,2010,Males,65–69,816
Actual,Melanoma of the skin,2010,Males,70–74,815
Actual,Melanoma of the skin,2010,Males,75–79,737
Actual,Melanoma of the skin,2010,Males,80–84,644
Actual,Melanoma of the skin,2010,Males,85–89,344
Actual,Melanoma of the skin,2010,Males,90+,137
Actual,Melanoma of the skin,2011,Males,00–04,1
Actual,Melanoma of the skin,2011,Males,05–09,1
Actual,Melanoma of the skin,2011,Males,10–14,5
Actual,Melanoma of the skin,2011,Males,15–19,18
Actual,Melanoma of the skin,2011,Males,20–24,45
Actual,Melanoma of the skin,2011,Males,25–29,99
Actual,Melanoma of the skin,2011,Males,30–34,141
Actual,Melanoma of the skin,2011,Males,35–39,194
Actual,Melanoma of the skin,2011,Males,40–44,315
Actual,Melanoma of the skin,2011,Males,45–49,388
Actual,Melanoma of the skin,2011,Males,50–54,516
Actual,Melanoma of the skin,2011,Males,55–59,690
Actual,Melanoma of the skin,2011,Males,60–64,964
Actual,Melanoma of the skin,2011,Males,65–69,866
Actual,Melanoma of the skin,2011,Males,70–74,821
Actual,Melanoma of the skin,2011,Males,75–79,651
Actual,Melanoma of the skin,2011,Males,80–84,601
Actual,Melanoma of the skin,2011,Males,85–89,355
Actual,Melanoma of the skin,2011,Males,90+,141
Actual,Melanoma of the skin,2012,Males,00–04,1
Actual,Melanoma of the skin,2012,Males,05–09,0
Actual,Melanoma of the skin,2012,Males,10–14,1
Actual,Melanoma of the skin,2012,Males,15–19,16
Actual,Melanoma of the skin,2012,Males,20–24,51
Actual,Melanoma of the skin,2012,Males,25–29,99
Actual,Melanoma of the skin,2012,Males,30–34,152
Actual,Melanoma of the skin,2012,Males,35–39,202
Actual,Melanoma of the skin,2012,Males,40–44,312
Actual,Melanoma of the skin,2012,Males,45–49,380
Actual,Melanoma of the skin,2012,Males,50–54,592
Actual,Melanoma of the skin,2012,Males,55–59,700
Actual,Melanoma of the skin,2012,Males,60–64,888
Actual,Melanoma of the skin,2012,Males,65–69,976
Actual,Melanoma of the skin,2012,Males,70–74,901
Actual,Melanoma of the skin,2012,Males,75–79,742
Actual,Melanoma of the skin,2012,Males,80–84,587
Actual,Melanoma of the skin,2012,Males,85–89,403
Actual,Melanoma of the skin,2012,Males,90+,163
Actual,Melanoma of the skin,2013,Males,00–04,2
Actual,Melanoma of the skin,2013,Males,05–09,1
Actual,Melanoma of the skin,2013,Males,10–14,2
Actual,Melanoma of the skin,2013,Males,15–19,13
Actual,Melanoma of the skin,2013,Males,20–24,45
Actual,Melanoma of the skin,2013,Males,25–29,92
Actual,Melanoma of the skin,2013,Males,30–34,135
Actual,Melanoma of the skin,2013,Males,35–39,211
Actual,Melanoma of the skin,2013,Males,40–44,302
Actual,Melanoma of the skin,2013,Males,45–49,404
Actual,Melanoma of the skin,2013,Males,50–54,566
Actual,Melanoma of the skin,2013,Males,55–59,696
Actual,Melanoma of the skin,2013,Males,60–64,957
Actual,Melanoma of the skin,2013,Males,65–69,1075
Actual,Melanoma of the skin,2013,Males,70–74,954
Actual,Melanoma of the skin,2013,Males,75–79,816
Actual,Melanoma of the skin,2013,Males,80–84,676
Actual,Melanoma of the skin,2013,Males,85–89,409
Actual,Melanoma of the skin,2013,Males,90+,182
Actual,Melanoma of the skin,2014,Males,00–04,0
Actual,Melanoma of the skin,2014,Males,05–09,0
Actual,Melanoma of the skin,2014,Males,10–14,1
Actual,Melanoma of the skin,2014,Males,15–19,17
Actual,Melanoma of the skin,2014,Males,20–24,45
Actual,Melanoma of the skin,2014,Males,25–29,86
Actual,Melanoma of the skin,2014,Males,30–34,136
Actual,Melanoma of the skin,2014,Males,35–39,204
Actual,Melanoma of the skin,2014,Males,40–44,323
Actual,Melanoma of the skin,2014,Males,45–49,392
Actual,Melanoma of the skin,2014,Males,50–54,604
Actual,Melanoma of the skin,2014,Males,55–59,690
Actual,Melanoma of the skin,2014,Males,60–64,894
Actual,Melanoma of the skin,2014,Males,65–69,1135
Actual,Melanoma of the skin,2014,Males,70–74,932
Actual,Melanoma of the skin,2014,Males,75–79,866
Actual,Melanoma of the skin,2014,Males,80–84,736
Actual,Melanoma of the skin,2014,Males,85–89,461
Actual,Melanoma of the skin,2014,Males,90+,203
Actual,Melanoma of the skin,2015,Males,00–04,0
Actual,Melanoma of the skin,2015,Males,05–09,0
Actual,Melanoma of the skin,2015,Males,10–14,1
Actual,Melanoma of the skin,2015,Males,15–19,10
Actual,Melanoma of the skin,2015,Males,20–24,44
Actual,Melanoma of the skin,2015,Males,25–29,82
Actual,Melanoma of the skin,2015,Males,30–34,138
Actual,Melanoma of the skin,2015,Males,35–39,189
Actual,Melanoma of the skin,2015,Males,40–44,325
Actual,Melanoma of the skin,2015,Males,45–49,446
Actual,Melanoma of the skin,2015,Males,50–54,592
Actual,Melanoma of the skin,2015,Males,55–59,748
Actual,Melanoma of the skin,2015,Males,60–64,966
Actual,Melanoma of the skin,2015,Males,65–69,1146
Actual,Melanoma of the skin,2015,Males,70–74,1122
Actual,Melanoma of the skin,2015,Males,75–79,922
Actual,Melanoma of the skin,2015,Males,80–84,638
Actual,Melanoma of the skin,2015,Males,85–89,454
Actual,Melanoma of the skin,2015,Males,90+,205
Actual,Melanoma of the skin,2016,Males,00–04,1
Actual,Melanoma of the skin,2016,Males,05–09,0
Actual,Melanoma of the skin,2016,Males,10–14,4
Actual,Melanoma of the skin,2016,Males,15–19,13
Actual,Melanoma of the skin,2016,Males,20–24,36
Actual,Melanoma of the skin,2016,Males,25–29,88
Actual,Melanoma of the skin,2016,Males,30–34,163
Actual,Melanoma of the skin,2016,Males,35–39,217
Actual,Melanoma of the skin,2016,Males,40–44,348
Actual,Melanoma of the skin,2016,Males,45–49,477
Actual,Melanoma of the skin,2016,Males,50–54,590
Actual,Melanoma of the skin,2016,Males,55–59,849
Actual,Melanoma of the skin,2016,Males,60–64,984
Actual,Melanoma of the skin,2016,Males,65–69,1217
Actual,Melanoma of the skin,2016,Males,70–74,1140
Actual,Melanoma of the skin,2016,Males,75–79,927
Actual,Melanoma of the skin,2016,Males,80–84,723
Actual,Melanoma of the skin,2016,Males,85–89,479
Actual,Melanoma of the skin,2016,Males,90+,198
Actual,Melanoma of the skin,1982,Females,00–04,0
Actual,Melanoma of the skin,1982,Females,05–09,2
Actual,Melanoma of the skin,1982,Females,10–14,5
Actual,Melanoma of the skin,1982,Females,15–19,39
Actual,Melanoma of the skin,1982,Females,20–24,92
Actual,Melanoma of the skin,1982,Females,25–29,128
Actual,Melanoma of the skin,1982,Females,30–34,164
Actual,Melanoma of the skin,1982,Females,35–39,171
Actual,Melanoma of the skin,1982,Females,40–44,165
Actual,Melanoma of the skin,1982,Females,45–49,160
Actual,Melanoma of the skin,1982,Females,50–54,133
Actual,Melanoma of the skin,1982,Females,55–59,170
Actual,Melanoma of the skin,1982,Females,60–64,133
Actual,Melanoma of the skin,1982,Females,65–69,154
Actual,Melanoma of the skin,1982,Females,70–74,112
Actual,Melanoma of the skin,1982,Females,75–79,90
Actual,Melanoma of the skin,1982,Females,80–84,43
Actual,Melanoma of the skin,1982,Females,85–89,23
Actual,Melanoma of the skin,1982,Females,90+,15
Actual,Melanoma of the skin,1983,Females,00–04,0
Actual,Melanoma of the skin,1983,Females,05–09,0
Actual,Melanoma of the skin,1983,Females,10–14,6
Actual,Melanoma of the skin,1983,Females,15–19,34
Actual,Melanoma of the skin,1983,Females,20–24,99
Actual,Melanoma of the skin,1983,Females,25–29,160
Actual,Melanoma of the skin,1983,Females,30–34,188
Actual,Melanoma of the skin,1983,Females,35–39,190
Actual,Melanoma of the skin,1983,Females,40–44,172
Actual,Melanoma of the skin,1983,Females,45–49,171
Actual,Melanoma of the skin,1983,Females,50–54,147
Actual,Melanoma of the skin,1983,Females,55–59,173
Actual,Melanoma of the skin,1983,Females,60–64,151
Actual,Melanoma of the skin,1983,Females,65–69,173
Actual,Melanoma of the skin,1983,Females,70–74,132
Actual,Melanoma of the skin,1983,Females,75–79,83
Actual,Melanoma of the skin,1983,Females,80–84,56
Actual,Melanoma of the skin,1983,Females,85–89,29
Actual,Melanoma of the skin,1983,Females,90+,12
Actual,Melanoma of the skin,1984,Females,00–04,1
Actual,Melanoma of the skin,1984,Females,05–09,0
Actual,Melanoma of the skin,1984,Females,10–14,4
Actual,Melanoma of the skin,1984,Females,15–19,33
Actual,Melanoma of the skin,1984,Females,20–24,83
Actual,Melanoma of the skin,1984,Females,25–29,129
Actual,Melanoma of the skin,1984,Females,30–34,191
Actual,Melanoma of the skin,1984,Females,35–39,197
Actual,Melanoma of the skin,1984,Females,40–44,164
Actual,Melanoma of the skin,1984,Females,45–49,168
Actual,Melanoma of the skin,1984,Females,50–54,159
Actual,Melanoma of the skin,1984,Females,55–59,211
Actual,Melanoma of the skin,1984,Females,60–64,187
Actual,Melanoma of the skin,1984,Females,65–69,155
Actual,Melanoma of the skin,1984,Females,70–74,134
Actual,Melanoma of the skin,1984,Females,75–79,100
Actual,Melanoma of the skin,1984,Females,80–84,80
Actual,Melanoma of the skin,1984,Females,85–89,30
Actual,Melanoma of the skin,1984,Females,90+,23
Actual,Melanoma of the skin,1985,Females,00–04,0
Actual,Melanoma of the skin,1985,Females,05–09,1
Actual,Melanoma of the skin,1985,Females,10–14,9
Actual,Melanoma of the skin,1985,Females,15–19,32
Actual,Melanoma of the skin,1985,Females,20–24,101
Actual,Melanoma of the skin,1985,Females,25–29,159
Actual,Melanoma of the skin,1985,Females,30–34,199
Actual,Melanoma of the skin,1985,Females,35–39,248
Actual,Melanoma of the skin,1985,Females,40–44,212
Actual,Melanoma of the skin,1985,Females,45–49,175
Actual,Melanoma of the skin,1985,Females,50–54,188
Actual,Melanoma of the skin,1985,Females,55–59,179
Actual,Melanoma of the skin,1985,Females,60–64,195
Actual,Melanoma of the skin,1985,Females,65–69,186
Actual,Melanoma of the skin,1985,Females,70–74,158
Actual,Melanoma of the skin,1985,Females,75–79,113
Actual,Melanoma of the skin,1985,Females,80–84,71
Actual,Melanoma of the skin,1985,Females,85–89,35
Actual,Melanoma of the skin,1985,Females,90+,24
Actual,Melanoma of the skin,1986,Females,00–04,0
Actual,Melanoma of the skin,1986,Females,05–09,2
Actual,Melanoma of the skin,1986,Females,10–14,6
Actual,Melanoma of the skin,1986,Females,15–19,43
Actual,Melanoma of the skin,1986,Females,20–24,98
Actual,Melanoma of the skin,1986,Females,25–29,127
Actual,Melanoma of the skin,1986,Females,30–34,188
Actual,Melanoma of the skin,1986,Females,35–39,245
Actual,Melanoma of the skin,1986,Females,40–44,203
Actual,Melanoma of the skin,1986,Females,45–49,189
Actual,Melanoma of the skin,1986,Females,50–54,187
Actual,Melanoma of the skin,1986,Females,55–59,192
Actual,Melanoma of the skin,1986,Females,60–64,199
Actual,Melanoma of the skin,1986,Females,65–69,205
Actual,Melanoma of the skin,1986,Females,70–74,168
Actual,Melanoma of the skin,1986,Females,75–79,115
Actual,Melanoma of the skin,1986,Females,80–84,81
Actual,Melanoma of the skin,1986,Females,85–89,35
Actual,Melanoma of the skin,1986,Females,90+,24
Actual,Melanoma of the skin,1987,Females,00–04,1
Actual,Melanoma of the skin,1987,Females,05–09,1
Actual,Melanoma of the skin,1987,Females,10–14,3
Actual,Melanoma of the skin,1987,Females,15–19,50
Actual,Melanoma of the skin,1987,Females,20–24,105
Actual,Melanoma of the skin,1987,Females,25–29,187
Actual,Melanoma of the skin,1987,Females,30–34,216
Actual,Melanoma of the skin,1987,Females,35–39,262
Actual,Melanoma of the skin,1987,Females,40–44,260
Actual,Melanoma of the skin,1987,Females,45–49,208
Actual,Melanoma of the skin,1987,Females,50–54,200
Actual,Melanoma of the skin,1987,Females,55–59,228
Actual,Melanoma of the skin,1987,Females,60–64,236
Actual,Melanoma of the skin,1987,Females,65–69,207
Actual,Melanoma of the skin,1987,Females,70–74,199
Actual,Melanoma of the skin,1987,Females,75–79,154
Actual,Melanoma of the skin,1987,Females,80–84,91
Actual,Melanoma of the skin,1987,Females,85–89,56
Actual,Melanoma of the skin,1987,Females,90+,17
Actual,Melanoma of the skin,1988,Females,00–04,0
Actual,Melanoma of the skin,1988,Females,05–09,2
Actual,Melanoma of the skin,1988,Females,10–14,5
Actual,Melanoma of the skin,1988,Females,15–19,52
Actual,Melanoma of the skin,1988,Females,20–24,106
Actual,Melanoma of the skin,1988,Females,25–29,183
Actual,Melanoma of the skin,1988,Females,30–34,225
Actual,Melanoma of the skin,1988,Females,35–39,259
Actual,Melanoma of the skin,1988,Females,40–44,262
Actual,Melanoma of the skin,1988,Females,45–49,254
Actual,Melanoma of the skin,1988,Females,50–54,182
Actual,Melanoma of the skin,1988,Females,55–59,227
Actual,Melanoma of the skin,1988,Females,60–64,236
Actual,Melanoma of the skin,1988,Females,65–69,256
Actual,Melanoma of the skin,1988,Females,70–74,213
Actual,Melanoma of the skin,1988,Females,75–79,172
Actual,Melanoma of the skin,1988,Females,80–84,104
Actual,Melanoma of the skin,1988,Females,85–89,59
Actual,Melanoma of the skin,1988,Females,90+,20
Actual,Melanoma of the skin,1989,Females,00–04,0
Actual,Melanoma of the skin,1989,Females,05–09,0
Actual,Melanoma of the skin,1989,Females,10–14,7
Actual,Melanoma of the skin,1989,Females,15–19,46
Actual,Melanoma of the skin,1989,Females,20–24,110
Actual,Melanoma of the skin,1989,Females,25–29,150
Actual,Melanoma of the skin,1989,Females,30–34,182
Actual,Melanoma of the skin,1989,Females,35–39,238
Actual,Melanoma of the skin,1989,Females,40–44,253
Actual,Melanoma of the skin,1989,Females,45–49,230
Actual,Melanoma of the skin,1989,Females,50–54,194
Actual,Melanoma of the skin,1989,Females,55–59,197
Actual,Melanoma of the skin,1989,Females,60–64,228
Actual,Melanoma of the skin,1989,Females,65–69,257
Actual,Melanoma of the skin,1989,Females,70–74,191
Actual,Melanoma of the skin,1989,Females,75–79,166
Actual,Melanoma of the skin,1989,Females,80–84,105
Actual,Melanoma of the skin,1989,Females,85–89,36
Actual,Melanoma of the skin,1989,Females,90+,28
Actual,Melanoma of the skin,1990,Females,00–04,0
Actual,Melanoma of the skin,1990,Females,05–09,2
Actual,Melanoma of the skin,1990,Females,10–14,6
Actual,Melanoma of the skin,1990,Females,15–19,42
Actual,Melanoma of the skin,1990,Females,20–24,102
Actual,Melanoma of the skin,1990,Females,25–29,139
Actual,Melanoma of the skin,1990,Females,30–34,163
Actual,Melanoma of the skin,1990,Females,35–39,242
Actual,Melanoma of the skin,1990,Females,40–44,247
Actual,Melanoma of the skin,1990,Females,45–49,234
Actual,Melanoma of the skin,1990,Females,50–54,196
Actual,Melanoma of the skin,1990,Females,55–59,201
Actual,Melanoma of the skin,1990,Females,60–64,239
Actual,Melanoma of the skin,1990,Females,65–69,242
Actual,Melanoma of the skin,1990,Females,70–74,237
Actual,Melanoma of the skin,1990,Females,75–79,204
Actual,Melanoma of the skin,1990,Females,80–84,99
Actual,Melanoma of the skin,1990,Females,85–89,53
Actual,Melanoma of the skin,1990,Females,90+,34
Actual,Melanoma of the skin,1991,Females,00–04,0
Actual,Melanoma of the skin,1991,Females,05–09,1
Actual,Melanoma of the skin,1991,Females,10–14,15
Actual,Melanoma of the skin,1991,Females,15–19,58
Actual,Melanoma of the skin,1991,Females,20–24,96
Actual,Melanoma of the skin,1991,Females,25–29,137
Actual,Melanoma of the skin,1991,Females,30–34,202
Actual,Melanoma of the skin,1991,Females,35–39,243
Actual,Melanoma of the skin,1991,Females,40–44,257
Actual,Melanoma of the skin,1991,Females,45–49,225
Actual,Melanoma of the skin,1991,Females,50–54,224
Actual,Melanoma of the skin,1991,Females,55–59,217
Actual,Melanoma of the skin,1991,Females,60–64,241
Actual,Melanoma of the skin,1991,Females,65–69,241
Actual,Melanoma of the skin,1991,Females,70–74,200
Actual,Melanoma of the skin,1991,Females,75–79,211
Actual,Melanoma of the skin,1991,Females,80–84,133
Actual,Melanoma of the skin,1991,Females,85–89,57
Actual,Melanoma of the skin,1991,Females,90+,27
Actual,Melanoma of the skin,1992,Females,00–04,0
Actual,Melanoma of the skin,1992,Females,05–09,1
Actual,Melanoma of the skin,1992,Females,10–14,10
Actual,Melanoma of the skin,1992,Females,15–19,26
Actual,Melanoma of the skin,1992,Females,20–24,98
Actual,Melanoma of the skin,1992,Females,25–29,147
Actual,Melanoma of the skin,1992,Females,30–34,210
Actual,Melanoma of the skin,1992,Females,35–39,248
Actual,Melanoma of the skin,1992,Females,40–44,257
Actual,Melanoma of the skin,1992,Females,45–49,276
Actual,Melanoma of the skin,1992,Females,50–54,243
Actual,Melanoma of the skin,1992,Females,55–59,218
Actual,Melanoma of the skin,1992,Females,60–64,271
Actual,Melanoma of the skin,1992,Females,65–69,295
Actual,Melanoma of the skin,1992,Females,70–74,221
Actual,Melanoma of the skin,1992,Females,75–79,225
Actual,Melanoma of the skin,1992,Females,80–84,133
Actual,Melanoma of the skin,1992,Females,85–89,66
Actual,Melanoma of the skin,1992,Females,90+,34
Actual,Melanoma of the skin,1993,Females,00–04,0
Actual,Melanoma of the skin,1993,Females,05–09,0
Actual,Melanoma of the skin,1993,Females,10–14,13
Actual,Melanoma of the skin,1993,Females,15–19,46
Actual,Melanoma of the skin,1993,Females,20–24,82
Actual,Melanoma of the skin,1993,Females,25–29,132
Actual,Melanoma of the skin,1993,Females,30–34,217
Actual,Melanoma of the skin,1993,Females,35–39,244
Actual,Melanoma of the skin,1993,Females,40–44,289
Actual,Melanoma of the skin,1993,Females,45–49,281
Actual,Melanoma of the skin,1993,Females,50–54,267
Actual,Melanoma of the skin,1993,Females,55–59,192
Actual,Melanoma of the skin,1993,Females,60–64,268
Actual,Melanoma of the skin,1993,Females,65–69,305
Actual,Melanoma of the skin,1993,Females,70–74,269
Actual,Melanoma of the skin,1993,Females,75–79,184
Actual,Melanoma of the skin,1993,Females,80–84,153
Actual,Melanoma of the skin,1993,Females,85–89,75
Actual,Melanoma of the skin,1993,Females,90+,42
Actual,Melanoma of the skin,1994,Females,00–04,0
